place,number,sex,time
2078,9291,M,1:48:34
2079,1216,M,1:48:34
2080,6454,W,1:48:36
2081,4804,W,1:48:36
2082,5181,M,1:48:36
2083,6600,M,1:48:37
2084,8738,M,1:48:38
2085,9180,W,1:48:38
2086,3231,W,1:48:38
2087,8003,W,1:48:38
2088,2049,M,1:48:38
2089,3613,W,1:48:39
2090,6423,W,1:48:40
2091,8692,M,1:48:40
2092,3933,M,1:48:40
2093,632,M,1:48:40
2094,1890,M,1:48:40
2095,8975,W,1:48:41
2096,6664,W,1:48:41
2097,4836,M,1:48:41
2098,4046,M,1:48:41
2099,3561,M,1:48:42
2100,9203,M,1:48:42
2101,1037,M,1:48:43
2102,1632,M,1:48:43
2103,3406,M,1:48:44
2104,8508,W,1:48:44
2105,3171,M,1:48:44
2106,5732,M,1:48:44
2107,3628,W,1:48:44
2108,6405,M,1:48:45
2109,2661,M,1:48:45
2110,3565,W,1:48:45
2111,7485,W,1:48:45
2112,7106,M,1:48:46
2113,8063,M,1:48:46
2114,2093,M,1:48:46
2115,9396,W,1:48:47
2116,8261,M,1:48:49
2117,9287,W,1:48:49
2118,7134,M,1:48:49
2119,5847,W,1:48:50
2120,2774,M,1:48:51
2121,1430,W,1:48:51
2122,6715,M,1:48:51
2123,9387,W,1:48:51
2124,8451,M,1:48:52
2125,4780,M,1:48:52
2126,602,W,1:48:52
2127,2926,W,1:48:52
2128,7987,M,1:48:52
2129,6095,W,1:48:53
2130,9080,M,1:48:53
2131,6384,M,1:48:54
2132,7968,W,1:48:54
2133,8984,M,1:48:54
2134,7733,M,1:48:54
2135,2370,M,1:48:54
2136,9436,M,1:48:55
2137,9445,M,1:48:55
2138,4066,M,1:48:55
2139,2127,M,1:48:55
2140,1717,M,1:48:55
2141,6105,M,1:48:56
2142,5124,W,1:48:57
2143,6114,W,1:48:57
2144,693,W,1:48:58
2145,5766,M,1:48:58
2146,9220,M,1:48:59
2147,2157,M,1:48:59
2148,4178,M,1:48:59
2149,3306,M,1:48:59
2150,3305,M,1:49:00
2151,8968,M,1:49:00
2152,3061,M,1:49:00
2153,7048,M,1:49:00
2154,1503,M,1:49:00
2155,9072,W,1:49:00
2156,4886,M,1:49:01
2157,9134,W,1:49:01
2158,1531,W,1:49:01
2159,655,M,1:49:02
2160,7194,M,1:49:02
2161,4087,M,1:49:02
2162,2331,M,1:49:02
2163,8619,M,1:49:03
2164,3161,M,1:49:03
2165,1966,W,1:49:03
2166,2342,M,1:49:03
2167,3841,M,1:49:05
2168,9326,W,1:49:05
2169,2122,M,1:49:06
2170,6564,W,1:49:06
2171,946,W,1:49:07
2172,8138,M,1:49:08
2173,7480,M,1:49:08
2174,7056,M,1:49:08
2175,546,M,1:49:08
2176,4808,M,1:49:09
2177,1215,M,1:49:10
2178,3984,M,1:49:11
2179,5341,W,1:49:11
2180,6274,M,1:49:11
2181,6432,M,1:49:11
2182,8202,M,1:49:12
2183,5702,W,1:49:13
2184,6886,M,1:49:13
2185,6850,M,1:49:13
2186,2550,M,1:49:14
2187,5902,M,1:49:14
2188,8875,M,1:49:15
2189,1227,W,1:49:15
2190,5491,M,1:49:16
2191,2674,W,1:49:16
2192,7188,M,1:49:16
2193,3673,M,1:49:16
2194,3674,M,1:49:16
2195,1547,M,1:49:17
2196,1455,W,1:49:17
2197,5816,M,1:49:17
2198,1800,M,1:49:18
2199,7675,M,1:49:18
2200,9340,W,1:49:19
2201,6456,W,1:49:20
2202,6645,M,1:49:20
2203,5392,M,1:49:21
2204,4865,M,1:49:22
2205,5661,M,1:49:23
2206,9384,M,1:49:23
2207,8103,W,1:49:23
2208,7600,M,1:49:23
2209,7389,M,1:49:23
2210,6356,M,1:49:24
2211,9312,M,1:49:24
2212,7679,M,1:49:26
2213,1680,M,1:49:26
2214,9084,W,1:49:26
2215,3176,M,1:49:27
2216,1420,M,1:49:27
2217,4582,M,1:49:27
2218,7676,M,1:49:29
2219,6417,M,1:49:29
2220,7902,M,1:49:29
2221,4385,W,1:49:30
2222,5006,W,1:49:30
2223,3936,M,1:49:30
2224,8554,W,1:49:31
2225,6464,M,1:49:32
2226,8024,M,1:49:33
2227,8877,M,1:49:33
2228,7355,M,1:49:34
2229,7342,W,1:49:34
2230,628,M,1:49:34
2231,7343,M,1:49:34
2232,3301,M,1:49:35
2233,4951,M,1:49:35
2234,9248,M,1:49:35
2235,6286,M,1:49:36
2236,8623,M,1:49:36
2237,954,W,1:49:36
2238,1846,M,1:49:36
2239,4868,M,1:49:36
2240,569,M,1:49:36
2241,7877,M,1:49:36
2242,6109,M,1:49:37
2243,2833,W,1:49:39
2244,678,M,1:49:39
2245,5600,M,1:49:41
2246,7811,W,1:49:41
2247,3709,M,1:49:42
2248,5478,M,1:49:42
2249,684,W,1:49:43
2250,6440,M,1:49:43
2251,754,M,1:49:43
2252,1424,M,1:49:44
2253,1886,M,1:49:44
2254,9015,M,1:49:45
2255,5065,M,1:49:45
2256,8428,M,1:49:46
2257,6920,W,1:49:47
2258,7103,W,1:49:47
2259,1157,M,1:49:48
2260,2552,M,1:49:48
2261,1159,W,1:49:48
2262,8464,M,1:49:49
2263,1231,M,1:49:49
2264,8186,M,1:49:49
2265,1576,M,1:49:50
2266,5264,M,1:49:50
2267,6810,W,1:49:51
2268,962,W,1:49:51
2269,4574,W,1:49:51
2270,6420,M,1:49:51
2271,3897,M,1:49:52
2272,3189,M,1:49:53
2273,3262,M,1:49:54
2274,4180,M,1:49:54
2275,7796,M,1:49:54
2276,8506,W,1:49:54
2277,4310,M,1:49:54
2278,7077,M,1:49:54
2279,1631,M,1:49:56
2280,5059,W,1:49:56
2281,4965,M,1:49:58
2282,6313,W,1:49:58
2283,8321,M,1:49:59
2284,3504,M,1:49:59
2285,8994,M,1:49:59
2286,8322,W,1:50:00
2287,8578,M,1:50:00
2288,7418,M,1:50:01
2289,3491,M,1:50:02
2290,8953,M,1:50:02
2291,2360,W,1:50:03
2292,7656,W,1:50:04
2293,1763,M,1:50:05
2294,9145,M,1:50:06
2295,8680,M,1:50:06
2296,7176,W,1:50:07
2297,8526,W,1:50:08
2298,8765,M,1:50:09
2299,6967,M,1:50:10
2300,9123,W,1:50:11
2301,7807,W,1:50:12
2302,9316,M,1:50:12
2303,7306,M,1:50:12
2304,3168,M,1:50:13
2305,3562,M,1:50:14
2306,1548,M,1:50:14
2307,7519,M,1:50:14
2307,7822,W,1:50:14
2309,7520,W,1:50:14
2310,9249,M,1:50:14
2311,8758,M,1:50:15
2312,3394,W,1:50:15
2313,3303,M,1:50:16
2314,3488,W,1:50:17
2315,9196,M,1:50:17
2316,7148,M,1:50:17
2317,1872,M,1:50:18
2318,5542,M,1:50:19
2319,4159,M,1:50:19
2320,1689,M,1:50:19
2321,2673,W,1:50:20
2322,9402,W,1:50:20
2323,6363,W,1:50:21
2324,5893,M,1:50:21
2325,1663,M,1:50:21
2326,5601,M,1:50:21
2327,1248,M,1:50:21
2328,5868,W,1:50:22
2329,2876,M,1:50:22
2330,2981,M,1:50:23
2331,2256,W,1:50:23
2332,4112,M,1:50:24
2333,8113,W,1:50:24
2334,4678,M,1:50:25
2335,2006,M,1:50:26
2336,7292,M,1:50:27
2337,1028,M,1:50:27
2338,2507,M,1:50:28
2339,3233,M,1:50:29
2340,4764,M,1:50:29
2341,5952,M,1:50:31
2342,1264,W,1:50:31
2343,2690,M,1:50:32
2344,8909,W,1:50:33
2345,4765,M,1:50:34
2346,6666,M,1:50:35
2347,7114,M,1:50:35
2348,6090,M,1:50:35
2349,5769,W,1:50:38
2350,5734,W,1:50:39
2351,1539,M,1:50:39
2352,5895,W,1:50:39
2353,5573,W,1:50:39
2354,2609,M,1:50:39
2355,6841,M,1:50:39
2356,1615,M,1:50:40
2357,2766,W,1:50:40
2358,2453,W,1:50:41
2359,8118,M,1:50:41
2360,8610,M,1:50:41
2361,4232,W,1:50:42
2362,4869,M,1:50:42
2363,625,M,1:50:43
2364,6619,M,1:50:43
2365,4718,M,1:50:43
2366,2984,W,1:50:44
2367,3639,W,1:50:45
2368,6757,M,1:50:45
2369,7792,M,1:50:46
2370,4284,W,1:50:46
2371,7173,M,1:50:46
2372,7174,M,1:50:46
2373,2104,M,1:50:47
2374,8705,W,1:50:47
2375,6863,M,1:50:47
2376,3695,M,1:50:47
2377,1366,M,1:50:48
2378,6362,M,1:50:48
2379,2143,M,1:50:48
2380,4263,W,1:50:48
2381,4481,W,1:50:49
2382,8057,M,1:50:51
2383,8030,W,1:50:51
2384,8945,M,1:50:51
2385,9047,W,1:50:52
2386,6051,M,1:50:52
2387,3587,M,1:50:53
2388,8654,M,1:50:54
2389,2013,W,1:50:54
2390,5836,M,1:50:54
2391,3632,W,1:50:55
2392,5397,M,1:50:55
2393,2529,M,1:50:55
2394,4048,W,1:50:55
2395,2528,W,1:50:55
2396,3633,M,1:50:56
2397,6587,M,1:50:57
2398,668,W,1:50:57
2399,8382,M,1:50:58
2400,9132,M,1:50:59
2401,1329,M,1:50:59
2402,5144,M,1:50:59
2403,1493,M,1:51:00
2404,6924,M,1:51:00
2405,8858,W,1:51:01
2406,8964,W,1:51:01
2407,5746,M,1:51:01
2408,2655,M,1:51:01
2409,1489,W,1:51:02
2410,3205,M,1:51:02
2411,5837,W,1:51:02
2412,8941,W,1:51:02
2413,7977,W,1:51:03
2414,5068,M,1:51:03
2415,8361,M,1:51:03
2416,5028,M,1:51:04
2417,5137,M,1:51:04
2418,1291,M,1:51:05
2419,8640,M,1:51:06
2420,8938,M,1:51:06
2421,6729,M,1:51:06
2422,6769,M,1:51:06
2423,5288,M,1:51:07
2424,7525,W,1:51:07
2425,4567,M,1:51:07
2426,2558,M,1:51:09
2427,8264,M,1:51:09
2428,8956,W,1:51:10
2429,8802,M,1:51:10
2430,7534,W,1:51:10
2431,6001,W,1:51:10
2432,9408,M,1:51:10
2433,6245,M,1:51:11
2434,2473,M,1:51:11
2435,3910,M,1:51:11
2436,4404,M,1:51:12
2437,4952,M,1:51:12
2438,6076,M,1:51:13
2439,7406,M,1:51:13
2440,8180,M,1:51:14
2441,3223,M,1:51:14
2442,9164,M,1:51:14
2443,7117,W,1:51:14
2444,8230,M,1:51:15
2445,4583,W,1:51:15
2446,2144,M,1:51:15
2447,7540,M,1:51:15
2448,8119,M,1:51:16
2449,2724,M,1:51:16
2450,3540,M,1:51:16
2451,4631,M,1:51:16
2452,8163,M,1:51:17
2453,699,M,1:51:17
2454,8415,M,1:51:17
2455,3090,W,1:51:17
2456,2706,W,1:51:17
2457,9187,M,1:51:18
2458,2523,M,1:51:18
2459,3987,M,1:51:19
2460,5122,W,1:51:19
2461,2980,M,1:51:19
2462,1519,M,1:51:20
2463,8747,W,1:51:21
2464,7832,M,1:51:22
2465,7852,M,1:51:23
2466,8199,M,1:51:23
2467,8829,M,1:51:23
2468,8064,M,1:51:23
2469,2842,M,1:51:24
2470,4411,W,1:51:24
2471,6412,M,1:51:25
2472,4067,M,1:51:27
2473,8160,M,1:51:27
2474,4839,M,1:51:27
2475,6707,W,1:51:28
2476,3253,M,1:51:28
2477,7436,M,1:51:28
2478,4661,M,1:51:28
2479,7944,W,1:51:28
2480,6893,M,1:51:28
2481,3106,M,1:51:28
2482,8104,W,1:51:28
2483,5733,M,1:51:28
2484,8574,M,1:51:28
2485,506,M,1:51:29
2486,9177,W,1:51:31
2487,9226,M,1:51:31
2488,7799,M,1:51:31
2489,6366,M,1:51:32
2490,8192,W,1:51:32
2491,6524,M,1:51:33
2492,9070,M,1:51:34
2493,6075,M,1:51:34
2494,4035,M,1:51:35
2495,9044,M,1:51:36
2496,4489,W,1:51:36
2497,1793,M,1:51:36
2498,966,M,1:51:36
2499,8474,M,1:51:36
2500,7960,M,1:51:37
2501,8571,M,1:51:37
2502,9108,M,1:51:37
2503,3982,M,1:51:38
2504,2344,M,1:51:38
2505,7971,M,1:51:38
2506,7157,M,1:51:38
2507,842,W,1:51:38
2508,6426,M,1:51:39
2509,2894,W,1:51:39
2510,6500,W,1:51:39
2511,8196,W,1:51:39
2512,6279,M,1:51:39
2513,8087,M,1:51:39
2514,8009,W,1:51:40
2515,2386,W,1:51:40
2516,3358,M,1:51:41
2517,1117,M,1:51:41
2518,926,M,1:51:41
2519,8188,W,1:51:41
2520,4410,M,1:51:41
2521,3715,W,1:51:41
2522,7658,M,1:51:42
2523,5427,M,1:51:42
2524,2128,M,1:51:42
2525,3974,M,1:51:43
2526,1839,M,1:51:44
2527,3990,M,1:51:44
2528,9253,M,1:51:45
2529,6330,W,1:51:45
2530,1167,M,1:51:45
2531,636,W,1:51:45
2532,9050,M,1:51:46
2533,672,M,1:51:47
2534,3687,W,1:51:47
2535,1057,M,1:51:48
2536,9322,M,1:51:48
2537,4104,W,1:51:48
2538,2305,M,1:51:49
2539,4509,M,1:51:49
2540,2024,M,1:51:50
2541,5911,M,1:51:51
2542,2587,M,1:51:51
2543,6543,M,1:51:51
2544,3684,W,1:51:51
2545,4696,M,1:51:52
2546,9347,M,1:51:52
2547,8455,W,1:51:53
2548,2477,M,1:51:53
2549,6493,M,1:51:53
2550,2476,M,1:51:54
2551,5070,M,1:51:54
2552,1166,M,1:51:55
2553,6555,W,1:51:55
2554,4648,M,1:51:55
2555,2068,W,1:51:55
2556,7003,M,1:51:56
2557,947,M,1:51:56
2558,3304,M,1:51:56
2559,3007,M,1:51:56
2560,8833,W,1:51:56
2561,6353,M,1:51:57
2562,4912,M,1:51:57
2563,7608,M,1:51:57
2564,4109,M,1:51:57
2565,7096,M,1:51:58
2566,7213,W,1:51:58
2567,1476,M,1:51:59
2568,5775,W,1:51:59
2569,1687,M,1:52:00
2570,4686,W,1:52:00
2571,5980,W,1:52:00
2572,8179,W,1:52:00
2573,2040,M,1:52:00
2574,7214,W,1:52:00
2575,4897,M,1:52:00
2576,9263,M,1:52:01
2577,8499,M,1:52:01
2578,1881,M,1:52:01
2579,2647,W,1:52:02
2580,7295,M,1:52:02
2581,9480,M,1:52:03
2582,689,M,1:52:03
2583,8511,M,1:52:03
2584,6654,W,1:52:03
2585,6982,M,1:52:03
2586,7023,W,1:52:03
2587,4611,M,1:52:04
2588,7762,M,1:52:04
2589,7403,M,1:52:06
2590,6821,M,1:52:06
2591,4478,M,1:52:06
2592,6558,W,1:52:06
2593,1679,M,1:52:07
2594,4033,W,1:52:07
2595,1134,M,1:52:07
2596,1676,M,1:52:07
2597,8894,M,1:52:07
2598,8098,M,1:52:08
2599,2375,M,1:52:09
2600,4907,M,1:52:11
2601,3086,M,1:52:11
2602,9481,M,1:52:11
2603,3390,M,1:52:12
2604,905,W,1:52:13
2605,5266,M,1:52:13
2606,8154,M,1:52:13
2607,719,W,1:52:13
2608,3484,M,1:52:13
2609,1072,M,1:52:13
2610,9184,M,1:52:13
2611,4295,M,1:52:13
2612,8759,W,1:52:14
2613,6896,M,1:52:14
2614,6884,W,1:52:14
2615,8033,M,1:52:15
2616,5596,W,1:52:15
2617,4464,W,1:52:15
2618,6827,M,1:52:16
2619,6444,M,1:52:16
2620,6113,M,1:52:16
2621,6267,W,1:52:16
2622,6828,W,1:52:17
2623,8724,M,1:52:17
2624,2777,W,1:52:17
2625,6466,W,1:52:17
2626,8162,M,1:52:17
2627,8513,M,1:52:17
2628,7004,M,1:52:17
2629,6357,W,1:52:18
2630,9185,M,1:52:18
2631,7788,M,1:52:18
2632,7202,W,1:52:19
2633,4156,W,1:52:19
2634,8778,M,1:52:20
2635,6826,M,1:52:20
2636,609,W,1:52:20
2637,3743,M,1:52:21
2638,1348,M,1:52:21
2639,2010,W,1:52:21
2640,5870,M,1:52:21
2641,8669,M,1:52:22
2642,2681,M,1:52:22
2643,8253,M,1:52:22
2644,4086,M,1:52:23
2645,9192,M,1:52:23
2646,8317,W,1:52:23
2647,8316,W,1:52:23
2648,1608,W,1:52:23
2649,7111,M,1:52:24
2650,6156,M,1:52:25
2651,6732,M,1:52:25
2652,6285,M,1:52:27
2653,9025,M,1:52:27
2654,5395,W,1:52:27
2655,528,M,1:52:28
2656,6150,W,1:52:28
2657,8547,W,1:52:28
2658,7660,M,1:52:28
2659,1885,W,1:52:29
2660,7718,M,1:52:29
2661,8462,M,1:52:29
2662,6401,W,1:52:30
2663,751,M,1:52:30
2664,3593,M,1:52:30
2665,8401,M,1:52:31
2666,2357,M,1:52:31
2667,1301,M,1:52:31
2668,1685,M,1:52:31
2669,4220,W,1:52:31
2670,2486,W,1:52:32
2671,9011,W,1:52:32
2672,4523,W,1:52:33
2673,7695,M,1:52:34
2674,4054,W,1:52:34
2675,956,M,1:52:35
2676,1563,M,1:52:35
2677,2364,M,1:52:35
2678,1168,M,1:52:35
2679,1874,W,1:52:35
2680,6855,M,1:52:35
2681,3852,W,1:52:36
2682,7464,M,1:52:36
2683,7537,M,1:52:36
2684,3774,W,1:52:36
2685,1814,M,1:52:37
2686,6565,M,1:52:38
2687,8795,M,1:52:38
2688,819,W,1:52:38
2689,8785,M,1:52:39
2690,5599,M,1:52:39
2691,7592,W,1:52:39
2692,7376,W,1:52:39
2693,7163,W,1:52:40
2694,6481,W,1:52:41
2695,6641,W,1:52:42
2696,2118,M,1:52:42
2697,4726,W,1:52:42
2698,2500,M,1:52:44
2699,4703,W,1:52:44
2700,4476,W,1:52:45
2701,9120,M,1:52:46
2702,9379,W,1:52:46
2703,7208,M,1:52:46
2704,2008,W,1:52:47
2705,2317,W,1:52:47
2706,3832,M,1:52:47
2707,4788,M,1:52:48
2708,7217,M,1:52:48
2709,4463,M,1:52:48
2710,7899,M,1:52:49
2711,8369,M,1:52:49
2712,2456,M,1:52:50
2713,2867,W,1:52:50
2714,2457,W,1:52:50
2715,8794,W,1:52:50
2716,2857,M,1:52:51
2717,5564,M,1:52:52
2718,8923,M,1:52:52
2719,5338,M,1:52:53
2720,6120,W,1:52:53
2721,4307,M,1:52:54
2722,827,M,1:52:55
2723,2938,M,1:52:55
2724,2171,M,1:52:55
2725,8124,M,1:52:56
2726,1459,M,1:52:57
2727,4540,M,1:52:57
2728,7579,M,1:52:57
2729,9313,M,1:52:58
2730,7222,M,1:52:58
2731,3846,M,1:52:58
2732,1860,M,1:52:59
2733,7317,W,1:53:00
2734,5856,M,1:53:00
2735,799,M,1:53:01
2736,2929,M,1:53:01
2737,833,W,1:53:03
2738,6878,W,1:53:04
2739,2011,M,1:53:04
2740,2815,W,1:53:05
2741,6236,M,1:53:05
2742,7929,M,1:53:06
2743,999,M,1:53:07
2744,3508,W,1:53:07
2745,1055,M,1:53:07
2746,2229,W,1:53:08
2747,1873,M,1:53:08
2748,6225,W,1:53:09
2749,4369,M,1:53:09
2750,9182,W,1:53:09
2751,8621,W,1:53:10
2752,4797,M,1:53:10
2753,2311,M,1:53:10
2754,8782,M,1:53:11
2755,7193,M,1:53:11
2756,645,M,1:53:11
2757,5356,W,1:53:12
2758,8593,M,1:53:12
2759,4001,W,1:53:12
2760,3645,M,1:53:12
2761,5235,W,1:53:12
2762,9194,M,1:53:13
2763,1964,W,1:53:13
2764,3648,M,1:53:13
2765,8266,M,1:53:13
2766,8602,M,1:53:15
2767,3328,W,1:53:16
2768,8868,W,1:53:16
2769,9053,W,1:53:16
2770,4522,W,1:53:17
2771,4595,M,1:53:17
2772,7395,W,1:53:17
2773,6931,M,1:53:17
2774,8946,M,1:53:17
2775,8165,M,1:53:18
2776,8176,M,1:53:18
2777,5569,M,1:53:19
2778,6747,M,1:53:19
2779,866,W,1:53:19
2780,4213,M,1:53:19
2781,6294,M,1:53:19
2782,4079,M,1:53:19
2783,8925,M,1:53:20
2784,7996,M,1:53:20
2785,2429,M,1:53:21
2786,9232,W,1:53:21
2787,8269,M,1:53:21
2788,1995,M,1:53:22
2789,7700,W,1:53:22
2790,6856,M,1:53:22
2791,2255,M,1:53:22
2792,9233,M,1:53:23
2793,1448,W,1:53:23
2794,5312,M,1:53:23
2795,9235,M,1:53:24
2796,7847,M,1:53:25
2797,5286,W,1:53:25
2798,5285,M,1:53:25
2799,7889,M,1:53:25
2800,1471,M,1:53:26
2801,7133,M,1:53:26
2802,6406,M,1:53:27
2803,929,M,1:53:28
2804,4265,M,1:53:28
2805,5227,M,1:53:28
2806,1870,W,1:53:28
2807,7456,W,1:53:28
2808,9013,W,1:53:28
2809,5228,W,1:53:29
2810,4223,W,1:53:29
2811,4227,W,1:53:29
2812,8055,M,1:53:30
2813,2250,M,1:53:30
2814,3856,W,1:53:30
2815,6218,W,1:53:30
2816,2478,M,1:53:30
2817,2578,W,1:53:31
2818,829,M,1:53:31
2819,2105,W,1:53:31
2820,3930,M,1:53:32
2821,8530,W,1:53:32
2822,5765,M,1:53:32
2823,6461,W,1:53:32
2824,4510,M,1:53:33
2825,6554,M,1:53:33
2826,1556,M,1:53:33
2827,1495,W,1:53:34
2828,5104,M,1:53:34
2829,9397,W,1:53:34
2830,2698,M,1:53:34
2831,9414,W,1:53:35
2832,7839,M,1:53:36
2833,8918,M,1:53:36
2834,6126,M,1:53:36
2835,2238,M,1:53:37
2836,1171,M,1:53:37
2837,4570,M,1:53:37
2838,8130,M,1:53:38
2839,6513,M,1:53:38
2840,1700,W,1:53:38
2841,5510,M,1:53:38
2842,3896,M,1:53:38
2843,6539,W,1:53:39
2844,4715,M,1:53:39
2845,4939,M,1:53:39
2846,8120,M,1:53:39
2847,7557,M,1:53:40
2848,3132,M,1:53:40
2849,4988,W,1:53:40
2850,8225,M,1:53:40
2851,7291,W,1:53:40
2852,7364,M,1:53:40
2853,7565,M,1:53:41
2854,6503,W,1:53:42
2855,1353,W,1:53:42
2856,4230,M,1:53:42
2857,6869,M,1:53:43
2858,7463,M,1:53:44
2859,8106,M,1:53:44
2860,5658,W,1:53:44
2861,1102,M,1:53:45
2862,5727,M,1:53:45
2863,2241,W,1:53:45
2864,6158,W,1:53:45
2865,7915,M,1:53:45
2866,710,M,1:53:46
2867,5577,W,1:53:46
2868,2890,M,1:53:46
2869,7168,W,1:53:46
2870,8046,M,1:53:46
2871,4403,M,1:53:46
2872,7661,M,1:53:47
2873,3966,M,1:53:47
2874,3972,W,1:53:47
2875,1313,M,1:53:47
2876,9236,W,1:53:49
2877,9116,W,1:53:50
2878,7962,M,1:53:50
2879,3680,M,1:53:50
2880,6689,W,1:53:50
2881,7429,M,1:53:51
2882,4727,M,1:53:51
2883,639,M,1:53:52
2884,1148,W,1:53:52
2885,6519,M,1:53:52
2886,733,M,1:53:53
2887,6027,M,1:53:53
2888,7055,W,1:53:54
2889,4248,M,1:53:54
2890,1783,W,1:53:54
2891,1287,M,1:53:54
2892,2082,M,1:53:56
2893,5990,M,1:53:56
2894,971,M,1:53:57
2895,7568,M,1:53:57
2896,5800,M,1:53:57
2897,2600,W,1:53:57
2898,4218,W,1:53:57
2899,723,M,1:53:58
2900,7898,W,1:53:58
2901,6220,M,1:53:58
2902,6683,M,1:53:58
2903,2919,M,1:53:58
2904,6221,M,1:53:58
2905,3322,W,1:53:59
2906,5125,W,1:53:59
2907,8954,M,1:53:59
2908,7998,M,1:53:59
2909,9303,M,1:53:59
2910,7791,W,1:54:00
2911,7972,W,1:54:00
2912,6256,M,1:54:00
2913,717,M,1:54:00
2914,852,M,1:54:00
2915,5708,M,1:54:01
2916,9358,W,1:54:02
2917,1444,M,1:54:02
2918,5112,M,1:54:02
2919,5347,M,1:54:02
2920,4111,W,1:54:03
2921,8125,M,1:54:04
2922,2054,M,1:54:04
2923,8912,M,1:54:04
2924,785,M,1:54:06
2925,7969,W,1:54:07
2926,2735,W,1:54:07
2927,5300,M,1:54:07
2928,911,W,1:54:07
2929,8099,M,1:54:07
2930,6465,M,1:54:07
2931,7931,M,1:54:08
2932,3915,M,1:54:08
2933,1271,W,1:54:08
2934,4738,W,1:54:08
2935,2450,M,1:54:08
2936,8210,M,1:54:09
2937,2579,M,1:54:09
2938,2943,W,1:54:09
2939,1949,M,1:54:10
2940,2944,M,1:54:10
2941,7951,M,1:54:11
2942,7952,W,1:54:11
2943,5583,W,1:54:11
2944,652,W,1:54:11
2945,2999,M,1:54:12
2946,6193,M,1:54:12
2947,5021,M,1:54:13
2948,6888,W,1:54:15
2949,8079,W,1:54:16
2950,3534,W,1:54:16
2951,5050,M,1:54:16
2952,8881,M,1:54:16
2953,7368,W,1:54:17
2954,2426,W,1:54:17
2955,2590,M,1:54:17
2956,7369,W,1:54:17
2957,5471,W,1:54:17
2958,3269,M,1:54:18
2959,3692,M,1:54:18
2960,6470,W,1:54:18
2961,6238,M,1:54:19
2962,5771,W,1:54:19
2963,4521,M,1:54:19
2964,3110,W,1:54:19
2965,5744,M,1:54:20
2966,6237,M,1:54:20
2967,6364,M,1:54:20
2968,680,M,1:54:20
2969,9064,W,1:54:20
2970,1462,M,1:54:20
2971,8035,M,1:54:20
2972,4527,M,1:54:21
2973,5729,M,1:54:21
2974,5973,W,1:54:21
2975,8744,W,1:54:22
2976,2659,M,1:54:23
2977,8052,W,1:54:24
2978,1589,M,1:54:24
2979,4755,W,1:54:24
2980,8073,M,1:54:24
2981,7092,M,1:54:26
2982,766,M,1:54:26
2983,8884,M,1:54:26
2984,8149,M,1:54:27
2985,3182,M,1:54:27
2986,8493,M,1:54:27
2987,8820,W,1:54:28
2988,5974,M,1:54:28
2989,7875,M,1:54:28
2990,2759,W,1:54:28
2991,2983,M,1:54:29
2992,2967,M,1:54:29
2993,8213,W,1:54:30
2994,588,M,1:54:30
2995,8146,W,1:54:31
2996,6914,M,1:54:31
2997,7014,M,1:54:31
2998,3214,M,1:54:31
2999,3865,M,1:54:32
3000,7022,W,1:54:32
3001,1654,M,1:54:32
3002,5439,M,1:54:32
3003,2015,W,1:54:33
3004,5385,M,1:54:33
3005,3928,M,1:54:34
3006,4844,M,1:54:34
3007,9281,W,1:54:34
3008,8089,W,1:54:35
3009,8090,W,1:54:35
3010,6621,M,1:54:35
3011,2181,M,1:54:36
3012,1650,M,1:54:36
3013,4211,M,1:54:37
3014,4882,W,1:54:37
3015,939,W,1:54:37
3016,4680,W,1:54:37
3017,2822,M,1:54:38
3018,8620,M,1:54:38
3019,5005,M,1:54:38
3020,4126,M,1:54:39
3021,2962,W,1:54:39
3022,1921,W,1:54:39
3023,8828,M,1:54:40
3024,5651,W,1:54:40
3025,9230,M,1:54:40
3026,5652,M,1:54:40
3027,3400,W,1:54:41
3028,2148,M,1:54:41
3029,3791,M,1:54:41
3030,3074,M,1:54:42
3031,2129,M,1:54:42
3032,7515,M,1:54:43
3033,7509,M,1:54:44
3034,1529,W,1:54:44
3035,4555,M,1:54:44
3036,3008,M,1:54:44
3037,1850,W,1:54:45
3038,3025,M,1:54:46
3039,5846,M,1:54:46
3040,1914,M,1:54:47
3041,6084,M,1:54:47
3042,9315,M,1:54:48
3043,4168,M,1:54:49
3044,4209,M,1:54:49
3045,4446,M,1:54:49
3046,1913,W,1:54:50
3047,3714,M,1:54:50
3048,1443,W,1:54:50
3049,3615,M,1:54:50
3050,2803,M,1:54:51
3051,6628,M,1:54:51
3052,7040,W,1:54:51
3053,634,W,1:54:52
3054,2218,M,1:54:52
3055,6121,W,1:54:52
3056,921,W,1:54:52
3057,7946,M,1:54:52
3058,2217,W,1:54:53
3059,1545,M,1:54:54
3060,8129,M,1:54:54
3061,4146,M,1:54:54
3062,6835,M,1:54:55
3063,2753,W,1:54:55
3064,6544,W,1:54:55
3065,8588,M,1:54:56
3066,4871,M,1:54:56
3067,6410,W,1:54:57
3068,5756,M,1:54:57
3069,5575,M,1:54:57
3070,8245,W,1:54:57
3071,1652,M,1:54:58
3072,6255,M,1:54:58
3073,2950,W,1:54:58
3074,8766,W,1:54:58
3075,7466,M,1:54:59
3076,6608,M,1:55:00
3077,2439,M,1:55:00
3078,8534,M,1:55:00
3079,9401,W,1:55:00
3080,3640,M,1:55:01
