place,number,sex,time
4083,5692,M,1:59:57
4083,9338,M,1:59:57
4085,1385,M,1:59:58
4086,4368,M,1:59:58
4087,6708,M,1:59:59
4088,2354,W,1:59:59
4089,2547,W,2:00:00
4090,5401,W,2:00:00
4091,2961,W,2:00:00
4092,5156,W,2:00:01
4093,810,W,2:00:01
4094,748,M,2:00:02
4095,3486,W,2:00:03
4096,5531,W,2:00:04
4097,3993,M,2:00:04
4098,1092,M,2:00:05
4099,4380,M,2:00:05
4100,1060,M,2:00:05
4101,7575,M,2:00:06
4102,5725,M,2:00:06
4103,3216,M,2:00:06
4104,8647,W,2:00:09
4105,8305,M,2:00:09
4106,5466,M,2:00:11
4107,6246,M,2:00:11
4108,5145,W,2:00:11
4109,1326,W,2:00:11
4110,8950,M,2:00:11
4111,4376,M,2:00:11
4112,3362,M,2:00:12
4113,5404,W,2:00:12
4114,3635,W,2:00:12
4115,9131,M,2:00:12
4116,9135,W,2:00:13
4117,5222,W,2:00:13
4118,6767,W,2:00:13
4119,6768,W,2:00:13
4120,5223,M,2:00:13
4121,4390,W,2:00:13
4122,2618,W,2:00:13
4123,5210,M,2:00:14
4124,7740,W,2:00:14
4125,4472,M,2:00:14
4125,5639,M,2:00:14
4127,7210,W,2:00:14
4128,6633,M,2:00:15
4129,2211,M,2:00:15
4130,6589,W,2:00:16
4131,8127,M,2:00:16
4132,1017,W,2:00:16
4133,4769,M,2:00:17
4134,4196,W,2:00:17
4135,3095,M,2:00:17
4136,6097,W,2:00:18
4137,4243,M,2:00:18
4138,3354,M,2:00:19
4139,2583,W,2:00:19
4140,1351,M,2:00:20
4141,3548,M,2:00:21
4142,5319,M,2:00:21
4143,4893,M,2:00:23
4144,8887,M,2:00:24
4145,6830,M,2:00:24
4146,1485,M,2:00:24
4147,8776,W,2:00:25
4148,3286,W,2:00:25
4149,7881,M,2:00:25
4150,1096,W,2:00:26
4151,1095,M,2:00:26
4152,3706,M,2:00:26
4153,768,W,2:00:27
4154,3281,W,2:00:27
4155,5979,W,2:00:28
4156,3693,M,2:00:28
4157,1590,M,2:00:29
4158,9075,W,2:00:29
4159,1666,W,2:00:29
4160,7015,M,2:00:29
4161,1402,W,2:00:29
4162,863,W,2:00:30
4163,1458,M,2:00:30
4164,7016,M,2:00:30
4165,8365,M,2:00:30
4166,5460,W,2:00:30
4167,3477,W,2:00:31
4168,4959,W,2:00:31
4169,4000,W,2:00:32
4170,5318,M,2:00:33
4171,3705,M,2:00:33
4172,3932,M,2:00:34
4173,8836,M,2:00:34
4174,3816,M,2:00:34
4175,978,W,2:00:35
4176,5841,W,2:00:36
4177,7739,W,2:00:36
4178,5253,W,2:00:36
4179,6475,M,2:00:37
4180,1511,M,2:00:37
4181,4255,W,2:00:38
4182,8604,M,2:00:38
4183,8630,W,2:00:39
4184,5114,W,2:00:39
4185,5656,M,2:00:40
4186,9178,M,2:00:41
4187,5336,W,2:00:41
4188,2404,W,2:00:41
4189,5533,M,2:00:42
4190,4829,M,2:00:42
4191,4629,M,2:00:42
4192,6625,W,2:00:42
4193,1322,M,2:00:43
4194,3064,W,2:00:43
4195,4803,M,2:00:44
4196,2948,W,2:00:44
4197,4607,M,2:00:44
4198,8393,M,2:00:44
4199,1739,M,2:00:45
4200,2588,W,2:00:45
4201,8851,W,2:00:45
4202,3948,M,2:00:45
4203,8223,W,2:00:45
4204,1164,W,2:00:48
4205,1660,W,2:00:48
4206,1063,M,2:00:48
4207,2546,M,2:00:48
4208,3833,W,2:00:48
4209,2532,M,2:00:49
4210,741,W,2:00:49
4211,1040,M,2:00:50
4212,7710,W,2:00:50
4213,8518,M,2:00:50
4214,9350,W,2:00:51
4215,6052,M,2:00:51
4216,2625,M,2:00:52
4217,682,W,2:00:52
4218,675,W,2:00:52
4219,7562,W,2:00:53
4220,7058,W,2:00:55
4221,8469,M,2:00:55
4222,4470,W,2:00:55
4223,1146,W,2:00:56
4224,3335,M,2:00:56
4225,3336,W,2:00:57
4226,7719,W,2:00:57
4227,2593,M,2:00:57
4228,9097,M,2:00:58
4229,6968,W,2:00:58
4230,821,W,2:00:58
4231,8808,M,2:00:58
4232,3411,M,2:00:58
4233,6269,W,2:00:59
4234,847,W,2:00:59
4235,7560,W,2:01:00
4236,8096,M,2:01:01
4237,2825,W,2:01:01
4238,5558,W,2:01:02
4239,7191,W,2:01:02
4240,5559,W,2:01:02
4241,3339,M,2:01:02
4242,5334,M,2:01:02
4243,7233,W,2:01:03
4244,4924,M,2:01:04
4245,4085,W,2:01:04
4246,8764,W,2:01:04
4247,4968,W,2:01:05
4248,8736,M,2:01:05
4249,4584,M,2:01:07
4250,4490,W,2:01:07
4251,8865,M,2:01:07
4252,8191,W,2:01:08
4253,6494,W,2:01:09
4254,4491,M,2:01:10
4255,4549,M,2:01:10
4256,8586,W,2:01:10
4257,8689,M,2:01:10
4258,4346,M,2:01:11
4259,1289,M,2:01:11
4260,7880,M,2:01:11
4261,7118,M,2:01:11
4262,4601,W,2:01:12
4263,3556,M,2:01:12
4264,3366,M,2:01:13
4265,8112,M,2:01:13
4266,4236,M,2:01:14
4267,8111,W,2:01:14
4268,2410,W,2:01:14
4269,3129,M,2:01:15
4270,1077,M,2:01:15
4271,7517,M,2:01:17
4272,2577,W,2:01:17
4273,8801,W,2:01:17
4274,1338,M,2:01:17
4275,3199,M,2:01:17
4276,4073,M,2:01:19
4277,8587,M,2:01:20
4278,7473,M,2:01:20
4279,1058,M,2:01:21
4280,5622,W,2:01:21
4281,2411,M,2:01:22
4282,8548,M,2:01:22
4283,8187,W,2:01:22
4284,1162,M,2:01:22
4285,2412,W,2:01:22
4286,6453,M,2:01:22
4287,6427,M,2:01:23
4288,6997,M,2:01:23
4289,3387,W,2:01:23
4290,6581,M,2:01:24
4291,9372,M,2:01:24
4292,4585,W,2:01:24
4293,7640,W,2:01:24
4294,7629,W,2:01:25
4295,5225,M,2:01:25
4296,6576,M,2:01:26
4297,8239,M,2:01:27
4298,6210,M,2:01:27
4299,6209,W,2:01:27
4300,3555,W,2:01:28
4301,8274,M,2:01:28
4302,7628,M,2:01:29
4303,5526,W,2:01:30
4304,8306,M,2:01:30
4305,5452,W,2:01:30
4306,4251,W,2:01:31
4307,1061,W,2:01:31
4308,8181,W,2:01:32
4309,5970,W,2:01:32
4310,7216,M,2:01:32
4311,3598,M,2:01:33
4312,6531,M,2:01:34
4313,1129,W,2:01:34
4314,2341,W,2:01:36
4315,6498,M,2:01:37
4316,3971,M,2:01:37
4317,4606,W,2:01:37
4318,3016,W,2:01:37
4319,6858,M,2:01:37
4320,2208,W,2:01:38
4321,9167,W,2:01:38
4322,4162,M,2:01:38
4323,2653,W,2:01:39
4324,3353,W,2:01:39
4325,4857,W,2:01:40
4326,7382,M,2:01:40
4327,4327,W,2:01:41
4328,8157,M,2:01:41
4329,4670,M,2:01:41
4330,1225,M,2:01:42
4331,1224,W,2:01:42
4332,7544,W,2:01:42
4333,2613,W,2:01:43
4334,5261,W,2:01:43
4335,3870,M,2:01:43
4336,8131,W,2:01:46
4337,1604,M,2:01:46
4338,9293,M,2:01:46
4339,904,W,2:01:47
4340,6572,M,2:01:47
4341,1951,W,2:01:47
4342,2458,W,2:01:47
4343,669,M,2:01:49
4344,7424,W,2:01:50
4345,2039,M,2:01:52
4346,5696,W,2:01:52
4347,1982,M,2:01:53
4348,1243,W,2:01:53
4349,6311,W,2:01:53
4350,6806,M,2:01:53
4351,9346,W,2:01:54
4352,8449,M,2:01:54
4353,4099,W,2:01:54
4354,3096,M,2:01:55
4355,2275,M,2:01:56
4356,2326,M,2:01:56
4357,515,M,2:01:58
4358,7570,M,2:01:58
4359,4615,M,2:01:59
4360,8174,W,2:01:59
4361,5983,W,2:02:00
4362,5324,W,2:02:01
4363,8256,W,2:02:01
4364,9229,M,2:02:02
4365,2836,W,2:02:03
4366,9425,M,2:02:03
4367,9007,W,2:02:03
4368,1258,M,2:02:03
4369,5445,M,2:02:04
4370,8535,M,2:02:04
4371,2117,M,2:02:05
4372,2859,W,2:02:05
4373,8815,M,2:02:05
4374,8743,M,2:02:06
4375,6124,M,2:02:06
4376,8400,W,2:02:06
4377,4896,M,2:02:07
4378,1863,W,2:02:07
4379,7189,M,2:02:08
4380,3649,W,2:02:11
4381,1724,W,2:02:13
4382,6484,W,2:02:13
4383,6725,W,2:02:13
4384,8863,M,2:02:13
4385,8843,M,2:02:14
4386,4202,W,2:02:15
4387,6751,W,2:02:15
4388,5835,W,2:02:15
4389,9463,M,2:02:16
4390,4985,W,2:02:16
4391,7412,W,2:02:17
4392,5730,W,2:02:17
4393,9365,M,2:02:17
4394,9146,M,2:02:19
4395,8387,M,2:02:20
4396,7483,W,2:02:22
4397,2446,M,2:02:22
4398,6339,W,2:02:22
4399,2445,W,2:02:23
4400,6338,W,2:02:23
4401,7209,W,2:02:24
4402,3592,M,2:02:24
4403,5936,W,2:02:24
4404,8212,W,2:02:25
4405,721,W,2:02:26
4406,3761,W,2:02:26
4407,8229,M,2:02:28
4408,6871,M,2:02:28
4409,3150,W,2:02:28
4410,6188,M,2:02:28
4411,8693,W,2:02:28
4412,6497,W,2:02:28
4413,1948,M,2:02:28
4414,747,M,2:02:29
4415,9090,W,2:02:29
4416,5229,M,2:02:30
4417,2982,W,2:02:31
4418,8681,M,2:02:31
4419,3749,M,2:02:31
4420,3574,M,2:02:31
4421,3573,W,2:02:31
4422,7531,M,2:02:32
4423,1090,W,2:02:32
4424,7804,M,2:02:34
4425,5438,M,2:02:34
4426,2720,W,2:02:36
4427,5794,M,2:02:36
4428,4474,W,2:02:38
4429,6847,W,2:02:39
4430,853,W,2:02:39
4431,5496,W,2:02:41
4432,3688,W,2:02:42
4433,6999,M,2:02:43
4434,4608,W,2:02:45
4435,8110,M,2:02:45
4436,7474,M,2:02:46
4437,6695,M,2:02:46
4438,5957,W,2:02:46
4439,5340,M,2:02:48
4440,5719,W,2:02:49
4441,1199,W,2:02:50
4442,5712,M,2:02:50
4443,7385,W,2:02:50
4444,5718,M,2:02:51
4445,1853,M,2:02:51
4446,2650,W,2:02:51
4447,7921,M,2:02:52
4448,4433,W,2:02:53
4449,2225,M,2:02:53
4450,2792,M,2:02:54
4451,2793,M,2:02:54
4452,3069,M,2:02:55
4453,6958,W,2:02:55
4454,8773,M,2:02:56
4455,8546,M,2:02:56
4456,2573,M,2:02:56
4457,6413,M,2:02:57
4458,2974,M,2:02:57
4459,7315,W,2:02:58
4460,6935,M,2:02:59
4461,8115,M,2:02:59
4462,3796,W,2:03:01
4463,7079,W,2:03:02
4464,6399,W,2:03:02
4465,5516,W,2:03:03
4466,6148,M,2:03:04
4467,8834,W,2:03:04
4468,6838,W,2:03:04
4469,5382,W,2:03:04
4470,2378,M,2:03:05
4471,5429,M,2:03:05
4472,1051,M,2:03:05
4473,7924,M,2:03:06
4474,8164,M,2:03:06
4475,1379,M,2:03:08
4476,1316,W,2:03:08
4477,713,W,2:03:08
4478,4623,M,2:03:09
4479,3289,M,2:03:09
4480,930,W,2:03:10
4481,2031,W,2:03:10
4482,5489,W,2:03:11
4483,7020,M,2:03:11
4484,8284,W,2:03:11
4485,995,M,2:03:12
4486,803,M,2:03:12
4487,1753,W,2:03:15
4488,2080,W,2:03:15
4489,1294,M,2:03:15
4490,8769,M,2:03:18
4491,6996,W,2:03:18
4492,777,W,2:03:19
4493,5231,W,2:03:19
4494,2485,W,2:03:19
4495,2692,W,2:03:20
4496,9219,M,2:03:21
4497,3200,W,2:03:21
4498,1018,W,2:03:22
4499,4627,W,2:03:23
4500,6623,M,2:03:23
4501,7567,W,2:03:23
4502,4628,M,2:03:24
4503,6685,M,2:03:25
4504,3461,M,2:03:25
4505,5011,W,2:03:26
4506,8263,M,2:03:26
4507,6101,W,2:03:27
4508,5950,W,2:03:28
4509,2966,M,2:03:28
4510,6670,W,2:03:28
4511,6823,W,2:03:29
4512,1841,W,2:03:29
4513,3204,M,2:03:29
4514,7319,W,2:03:29
4515,1305,W,2:03:29
4516,8606,M,2:03:30
4517,5864,W,2:03:30
4518,7432,W,2:03:31
4519,5538,W,2:03:31
4520,5468,W,2:03:32
4521,779,W,2:03:34
4522,2764,W,2:03:34
4523,1189,M,2:03:34
4524,3439,M,2:03:34
4525,5189,W,2:03:35
4526,8152,W,2:03:35
4527,5007,M,2:03:35
4528,4945,W,2:03:36
4529,4938,W,2:03:37
4530,7490,M,2:03:39
4531,3347,W,2:03:39
4532,4724,M,2:03:39
4533,6082,M,2:03:40
4534,9364,W,2:03:41
4535,1192,M,2:03:42
4536,8939,W,2:03:42
4537,1341,W,2:03:43
4538,2935,M,2:03:43
4539,5082,M,2:03:43
4540,3643,W,2:03:43
4541,7878,M,2:03:44
4542,8241,M,2:03:45
4543,3873,M,2:03:45
4544,3874,M,2:03:45
4545,3872,M,2:03:45
4546,9183,W,2:03:47
4547,1245,W,2:03:47
4548,8911,W,2:03:47
4549,8659,M,2:03:48
4550,5040,W,2:03:48
4551,2959,M,2:03:48
4552,7821,M,2:03:48
4553,8917,M,2:03:48
4554,2874,M,2:03:49
4555,5037,W,2:03:49
4556,6302,M,2:03:49
4557,4082,W,2:03:49
4558,3464,W,2:03:50
4559,8529,M,2:03:50
4560,8533,W,2:03:50
4561,1293,W,2:03:50
4562,3459,M,2:03:51
4563,1344,W,2:03:51
4564,4993,W,2:03:51
4565,8216,W,2:03:52
4566,2947,M,2:03:52
4567,3624,W,2:03:54
4568,5514,M,2:03:54
4569,9149,M,2:03:55
4570,8258,M,2:03:55
4571,2858,W,2:03:55
4572,1559,M,2:03:55
4573,6993,M,2:03:56
4574,1104,W,2:03:56
4575,2422,W,2:03:56
4576,5886,W,2:03:57
4577,6159,M,2:03:57
4578,998,W,2:03:57
4579,5354,M,2:03:58
4580,3019,W,2:03:58
4581,4801,M,2:03:58
4582,644,W,2:03:58
4583,9112,M,2:04:00
4584,3978,W,2:04:00
4585,6307,W,2:04:01
4586,8410,W,2:04:01
4587,8409,W,2:04:01
4588,4043,M,2:04:03
4589,3066,M,2:04:04
4590,2391,M,2:04:05
4591,1370,M,2:04:05
4592,2819,W,2:04:05
4593,7398,M,2:04:07
4594,2747,W,2:04:09
4595,1484,W,2:04:09
4596,8885,W,2:04:09
4597,5916,M,2:04:11
4598,7427,M,2:04:12
4599,6532,M,2:04:13
4600,4401,W,2:04:13
4601,2110,M,2:04:13
4602,6533,M,2:04:13
4603,7088,W,2:04:14
4604,840,M,2:04:14
4605,525,M,2:04:14
4606,3702,W,2:04:15
4607,9023,M,2:04:16
4608,5806,M,2:04:17
4609,5807,W,2:04:17
4610,8626,W,2:04:17
4611,3759,M,2:04:17
4612,8641,W,2:04:18
4613,761,W,2:04:18
4614,8458,W,2:04:19
4615,7988,W,2:04:19
4616,709,W,2:04:20
4617,9117,M,2:04:22
4618,9143,W,2:04:23
4619,3922,M,2:04:23
4620,9142,W,2:04:23
4621,2070,W,2:04:24
4622,4668,M,2:04:26
4623,8286,W,2:04:26
4624,4351,W,2:04:26
4625,5425,M,2:04:26
4626,2928,W,2:04:27
4627,8577,M,2:04:28
4628,8570,W,2:04:28
4629,4603,M,2:04:28
4630,7308,M,2:04:29
4631,4920,W,2:04:29
4632,5741,M,2:04:30
4633,963,W,2:04:30
4634,7754,W,2:04:30
4635,5742,M,2:04:31
4636,7621,M,2:04:32
4637,3893,M,2:04:32
4638,5426,W,2:04:34
4639,3707,M,2:04:34
4640,1244,M,2:04:36
4641,4991,M,2:04:36
4642,5099,M,2:04:36
4643,3501,W,2:04:36
4644,7817,W,2:04:37
4645,9162,W,2:04:37
4646,6070,W,2:04:37
4647,2800,W,2:04:38
4648,4494,W,2:04:38
4649,8439,W,2:04:38
4650,8436,W,2:04:38
4651,6191,M,2:04:40
4652,2788,W,2:04:41
4653,6961,W,2:04:42
4654,7266,M,2:04:42
4655,7080,W,2:04:43
4656,4322,W,2:04:43
4657,5574,W,2:04:46
4658,1472,M,2:04:46
4659,5585,W,2:04:48
4660,8228,W,2:04:50
4661,3424,W,2:04:50
4662,9318,W,2:04:50
4663,4302,M,2:04:50
4664,7296,M,2:04:50
4665,3748,M,2:04:50
4666,8634,W,2:04:51
4667,5787,W,2:04:52
4668,2584,M,2:04:52
4669,8445,W,2:04:52
4670,3060,M,2:04:53
4671,3057,W,2:04:53
4672,7372,W,2:04:57
4673,5308,M,2:04:57
4674,4776,M,2:04:57
4675,1437,M,2:04:58
4676,8482,W,2:04:58
4677,4441,W,2:04:58
4678,4440,M,2:04:58
4679,3050,W,2:04:59
4680,4687,W,2:04:59
4681,7801,M,2:04:59
4682,664,W,2:04:59
4683,6390,M,2:05:00
4684,3153,W,2:05:00
4685,1070,W,2:05:01
4686,8206,M,2:05:01
4687,1583,M,2:05:01
4688,1617,M,2:05:02
4689,8420,W,2:05:02
4690,2864,M,2:05:03
4691,8721,M,2:05:03
4692,4438,W,2:05:03
4693,7303,W,2:05:03
4694,3422,W,2:05:03
4695,2306,M,2:05:05
4696,759,M,2:05:06
4697,770,W,2:05:07
4698,5367,W,2:05:07
4699,6959,M,2:05:07
4700,6416,W,2:05:07
4701,3272,M,2:05:08
4702,2565,W,2:05:08
4703,3479,M,2:05:08
4704,9269,W,2:05:09
4705,7335,M,2:05:09
4706,7128,M,2:05:09
4707,9352,W,2:05:10
4708,9468,W,2:05:10
4709,1799,W,2:05:10
4710,2909,W,2:05:11
4711,7244,W,2:05:12
4712,2139,M,2:05:12
4713,9104,W,2:05:13
4714,4517,M,2:05:14
4715,4518,M,2:05:14
4716,6145,W,2:05:14
4717,6022,W,2:05:14
4718,1088,W,2:05:14
4719,8246,M,2:05:15
4720,968,W,2:05:16
4721,7086,M,2:05:16
4722,7087,W,2:05:16
4723,6913,M,2:05:16
4724,8215,M,2:05:17
4725,4932,W,2:05:17
4726,8288,M,2:05:18
4727,6998,W,2:05:18
4728,7672,M,2:05:18
4729,8668,M,2:05:19
4730,4179,M,2:05:19
4731,867,W,2:05:19
4732,7958,M,2:05:20
4733,5993,M,2:05:22
4734,2594,W,2:05:22
4735,9417,M,2:05:24
4736,1190,W,2:05:24
4737,3453,M,2:05:24
4738,3496,W,2:05:26
4739,3413,M,2:05:26
4740,6479,W,2:05:27
4741,4975,W,2:05:27
4742,8908,W,2:05:27
4743,5751,W,2:05:27
4744,5767,W,2:05:28
4745,9099,W,2:05:28
4746,2240,W,2:05:28
4747,3420,W,2:05:29
4748,3151,M,2:05:29
4749,1748,W,2:05:31
4750,3155,M,2:05:31
4751,7829,M,2:05:32
4752,3229,W,2:05:33
4753,6445,M,2:05:33
4754,3793,W,2:05:35
4755,2313,W,2:05:35
4756,7167,M,2:05:35
4757,5172,W,2:05:35
4758,1315,M,2:05:35
4759,8804,M,2:05:36
4760,6965,M,2:05:36
4761,8448,W,2:05:36
4762,9006,M,2:05:38
4763,1594,M,2:05:39
4764,1213,M,2:05:39
4765,2095,M,2:05:39
4766,2094,M,2:05:40
4767,7605,W,2:05:41
4768,9309,W,2:05:41
4769,1278,M,2:05:42
4770,7873,M,2:05:42
4771,6223,W,2:05:43
4772,7461,M,2:05:44
4773,7170,W,2:05:45
4774,6296,W,2:05:46
4775,2799,M,2:05:46
4776,6956,W,2:05:46
4777,7460,M,2:05:47
4778,7066,M,2:05:47
4779,6372,W,2:05:48
4780,6669,M,2:05:48
4781,8576,M,2:05:48
4782,4949,M,2:05:49
4783,8319,M,2:05:49
4784,3651,W,2:05:49
4785,8327,W,2:05:50
4786,6635,W,2:05:50
4787,6977,W,2:05:50
4788,2630,W,2:05:50
4789,7321,M,2:05:50
4790,3536,W,2:05:53
4791,7001,W,2:05:53
4792,2033,W,2:05:53
4793,6649,W,2:05:54
4794,6612,W,2:05:54
4795,1928,M,2:05:55
4796,4750,W,2:05:55
4797,1983,M,2:05:55
4798,1386,W,2:05:56
4799,1571,M,2:05:56
4800,3563,M,2:05:57
4801,3463,M,2:05:57
4802,1121,W,2:05:57
4803,1581,M,2:05:58
4804,7384,M,2:06:00
4805,2052,M,2:06:00
4806,3315,W,2:06:00
4807,7000,M,2:06:01
4808,5976,W,2:06:02
4809,6325,W,2:06:03
4810,6593,M,2:06:03
4811,1848,M,2:06:03
4812,8811,W,2:06:04
4813,2728,W,2:06:05
4814,2729,M,2:06:05
4815,5086,M,2:06:05
4816,6569,W,2:06:06
4817,3843,M,2:06:06
4818,3185,M,2:06:06
4819,8485,W,2:06:07
4820,3015,M,2:06:07
4821,7322,M,2:06:07
4822,5945,M,2:06:08
4823,4824,M,2:06:08
4824,2493,W,2:06:08
4825,942,W,2:06:09
4826,4826,M,2:06:09
4827,4914,M,2:06:09
4828,4569,W,2:06:09
4829,2795,W,2:06:11
4830,6610,M,2:06:12
4831,3738,W,2:06:12
4832,7523,M,2:06:13
4833,1267,M,2:06:13
4834,9278,W,2:06:13
4835,1483,M,2:06:14
4836,6331,W,2:06:15
4837,5947,W,2:06:15
4838,6348,W,2:06:17
4839,2467,W,2:06:17
4840,4905,M,2:06:17
4841,3813,M,2:06:20
4842,5815,W,2:06:20
4843,6611,M,2:06:20
4844,1429,M,2:06:21
4845,8505,W,2:06:23
4846,742,W,2:06:23
4847,1282,W,2:06:24
4848,7487,M,2:06:24
4849,4038,M,2:06:25
4850,8417,M,2:06:25
4851,4037,M,2:06:25
4852,8596,M,2:06:26
4853,5908,W,2:06:26
4854,6149,W,2:06:27
4855,5995,W,2:06:27
4856,3270,M,2:06:27
4857,3802,M,2:06:28
4858,5670,W,2:06:28
4859,3317,M,2:06:29
4860,5828,M,2:06:30
4861,7104,M,2:06:30
4862,3238,M,2:06:30
4863,6436,M,2:06:30
4864,1681,M,2:06:31
4865,1777,W,2:06:32
4866,6723,W,2:06:32
4867,6724,W,2:06:32
4868,2038,W,2:06:32
4869,3842,W,2:06:32
4870,6505,M,2:06:33
4871,1279,W,2:06:33
4872,8472,M,2:06:33
4873,4273,M,2:06:33
4874,7753,W,2:06:33
4875,1879,M,2:06:33
4876,9155,M,2:06:34
4877,7978,W,2:06:34
4878,3620,M,2:06:34
4879,3136,W,2:06:36
4880,836,W,2:06:37
4881,1259,W,2:06:38
4882,1201,W,2:06:38
4883,1249,M,2:06:39
4884,9288,W,2:06:39
4885,9273,W,2:06:39
4886,4706,M,2:06:39
4887,8599,M,2:06:41
4888,773,M,2:06:41
4889,7028,M,2:06:42
4890,774,W,2:06:43
4891,1546,W,2:06:43
4892,3156,W,2:06:43
4893,8569,W,2:06:44
4894,3325,M,2:06:44
4895,4090,M,2:06:45
4896,8568,W,2:06:45
4897,2682,W,2:06:46
4898,4002,W,2:06:46
4899,8655,W,2:06:47
4900,6781,W,2:06:48
4901,6651,W,2:06:48
4902,6697,W,2:06:48
4903,7031,W,2:06:49
4904,9030,W,2:06:49
4905,9034,M,2:06:50
4906,5420,M,2:06:50
4907,8711,W,2:06:51
4908,8733,W,2:06:51
4909,4194,M,2:06:51
4910,619,W,2:06:52
4911,4660,M,2:06:52
4912,2954,M,2:06:52
4913,7184,W,2:06:53
4914,4189,W,2:06:53
4915,6272,W,2:06:55
4916,3699,M,2:06:56
4917,8803,W,2:06:56
4918,2933,M,2:06:57
4919,8423,W,2:06:57
4920,8422,W,2:06:58
4921,7279,W,2:06:58
4922,8650,W,2:07:00
4923,9395,M,2:07:00
4924,3513,M,2:07:01
4925,7748,W,2:07:01
4926,3512,W,2:07:01
4927,7747,M,2:07:02
4928,5391,M,2:07:02
4929,8516,M,2:07:02
4930,2869,M,2:07:03
4931,8515,W,2:07:03
4932,5663,M,2:07:03
4933,5163,W,2:07:04
4934,5161,M,2:07:04
4935,2383,W,2:07:04
4936,6324,W,2:07:05
4937,6799,M,2:07:05
4938,2022,W,2:07:05
4939,8450,W,2:07:06
4940,2538,W,2:07:07
4941,1883,W,2:07:07
4942,1707,M,2:07:07
4943,877,M,2:07:08
4944,7606,W,2:07:09
4945,3104,M,2:07:10
4946,738,W,2:07:10
4947,970,W,2:07:12
4948,2243,W,2:07:12
4949,1069,M,2:07:13
4950,8480,W,2:07:13
4951,8481,W,2:07:13
4952,2561,W,2:07:13
4953,974,M,2:07:13
4954,6929,W,2:07:14
4955,8639,M,2:07:14
4956,8440,W,2:07:15
4957,6435,W,2:07:16
4958,7156,M,2:07:17
4959,1179,W,2:07:18
4960,8105,W,2:07:18
4961,8532,W,2:07:18
4962,4889,W,2:07:19
4963,2044,W,2:07:19
4964,5882,W,2:07:19
4965,7535,W,2:07:19
4966,686,W,2:07:20
4967,6383,M,2:07:21
4968,4553,W,2:07:21
4969,3542,W,2:07:21
4970,7783,M,2:07:21
4971,1756,M,2:07:21
4972,3426,M,2:07:22
4973,3425,W,2:07:22
4974,3053,M,2:07:23
4975,4557,M,2:07:23
4976,6652,W,2:07:23
4977,9156,W,2:07:24
4978,6151,M,2:07:24
4979,6132,M,2:07:25
4980,7383,M,2:07:25
4981,6345,M,2:07:25
4982,7280,M,2:07:25
4983,1857,W,2:07:26
4984,5388,W,2:07:26
4985,2032,M,2:07:27
4986,1816,W,2:07:27
4987,5500,M,2:07:28
4988,4813,W,2:07:29
4989,5844,W,2:07:29
4990,3055,M,2:07:29
4991,7853,M,2:07:30
4992,5554,W,2:07:30
4993,6036,W,2:07:31
4994,797,M,2:07:31
4995,2291,W,2:07:33
4996,1829,W,2:07:33
4997,1416,M,2:07:33
4998,8625,W,2:07:33
4999,5272,W,2:07:34
5000,7516,W,2:07:35
5001,1520,M,2:07:35
5002,8141,M,2:07:36
5003,1900,W,2:07:37
5004,6745,M,2:07:38
5005,6804,M,2:07:38
5006,8550,W,2:07:38
5007,5524,M,2:07:39
5008,1045,W,2:07:40
5009,9114,M,2:07:40
5010,6642,W,2:07:40
5011,6643,W,2:07:41
5012,1046,M,2:07:42
5013,5986,W,2:07:42
5014,807,W,2:07:43
5015,5938,M,2:07:44
5016,5944,M,2:07:44
5017,5587,M,2:07:44
5018,4419,W,2:07:45
5019,823,M,2:07:45
5020,6038,M,2:07:45
5021,1794,W,2:07:46
5022,1325,M,2:07:46
5023,6393,W,2:07:47
5024,8716,W,2:07:48
5025,8303,W,2:07:48
5026,8304,M,2:07:49
5027,9001,W,2:07:49
5028,9368,M,2:07:50
5029,4471,W,2:07:51
5030,1600,W,2:07:52
5031,6796,M,2:07:52
5032,8318,W,2:07:52
5033,6448,M,2:07:53
5034,4151,M,2:07:54
5035,4641,M,2:07:54
5036,1746,W,2:07:55
5037,5850,M,2:07:55
5038,8122,M,2:07:55
5039,5365,M,2:07:55
5040,789,M,2:07:56
5041,3212,W,2:07:56
5042,3663,M,2:07:56
5043,1518,M,2:07:58
5044,1943,W,2:07:58
5045,8757,W,2:07:59
5046,2460,W,2:07:59
5047,4022,W,2:07:59
5048,8128,M,2:08:00
5049,4717,W,2:08:01
5050,3947,W,2:08:01
5051,5683,W,2:08:01
5052,5366,M,2:08:02
5053,6916,M,2:08:02
5054,3790,M,2:08:03
5055,4566,W,2:08:03
5056,6639,W,2:08:04
5057,8231,M,2:08:05
5058,8800,W,2:08:05
5059,3798,W,2:08:06
5060,1230,M,2:08:06
5061,3521,W,2:08:07
5062,7100,W,2:08:07
5063,2423,W,2:08:07
5064,2334,M,2:08:07
5065,8727,M,2:08:08
5066,8919,W,2:08:08
5067,4597,M,2:08:09
5068,6407,W,2:08:09
5069,5504,W,2:08:10
5070,9231,M,2:08:11
5071,7370,W,2:08:12
5072,1688,M,2:08:12
5073,8349,M,2:08:14
5074,5790,W,2:08:14
5075,5926,W,2:08:15
5076,7976,M,2:08:15
5077,7706,W,2:08:16
5078,2534,W,2:08:17
5079,5540,W,2:08:17
5080,5665,W,2:08:19
5081,7034,W,2:08:21
5082,8217,M,2:08:21
5083,3689,M,2:08:21
5084,1007,M,2:08:21
